"","X","track_id","artists","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
"219",16655,"1xjO1qiSWdRoK4TXIR6PeJ","Bhimsen Joshi","Mahagayak Bhag,Vol. 1","Majhe Maher Pandhari",28,423013,"False",0.454,0.388,1,-17.274,1,0.0455,0.919,0.00106,0.0806,0.672,112.476,4,"classical"
"220",16658,"1qA5fKKy34e2nGMbaDk71q","Wolfgang Amadeus Mozart","Pa, Pa, Pa (From ""The Magic Flute"" Soundtrack)","Pa, Pa, Pa - From ""The Magic Flute"" Soundtrack",35,152033,"False",0.614,0.276,2,-13.025,1,0.0511,0.838,2.55e-06,0.0921,0.649,111.817,4,"classical"
"221",16661,"0x98TljIUZtLffQkRPoVb6","Wolfgang Amadeus Mozart;Daniel Barenboim;Berliner Philharmoniker","Mozart: Piano Concertos Nos. 20 & 22","Mozart: Piano Concerto No. 20 in D Minor, K. 466: I. Allegro",39,872760,"False",0.294,0.0949,2,-22.207,0,0.0365,0.983,0.913,0.204,0.144,134.184,4,"classical"
"222",16664,"2ZgzcSD8lWLOwWoNYFX219","Chilly Gonzales;Johannes Bornlöf","Refreshing Piano","Gogol",0,117482,"False",0.382,0.014,7,-27.667,0,0.0444,0.99,0.935,0.107,0.349,162.072,4,"classical"
"223",16667,"1TDTGKW2qvGEP0lsjimA3a","Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner","Mozart: A Night of Classics","Les petits riens, K.app.10 (ballet): 11. Agité",26,42826,"False",0.543,0.0657,7,-22.988,0,0.0401,0.954,0.761,0.119,0.579,130.447,4,"classical"
"224",16670,"6C7nimvwkJvFXZ7oT0ZOf6","Wolfgang Amadeus Mozart;Ingrid Haebler","Mozart: The Complete Piano Sonatas","Piano Sonata No. 14 in C Minor, K. 457: II. Adagio",1,421306,"False",0.348,0.0223,3,-27.507,1,0.0388,0.994,0.923,0.118,0.279,67.483,4,"classical"
"225",16673,"5Cu9Brgk3Q9SHUfzPhT0uJ","Wolfgang Amadeus Mozart;Danielle Laval","Mozart: A Night of Classics","8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 7. Variation VI",24,51435,"False",0.342,0.0907,4,-25.054,1,0.0415,0.994,0.935,0.43,0.962,112.382,3,"classical"
"226",16676,"3AyVRsHBE2bUvL70CRrbpY","Wolfgang Amadeus Mozart;Danielle Laval","Mozart: A Night of Classics","6 Variations on ""Mio caro Adone"" by Salieri in B, K.180: 3. Variation II",24,49869,"False",0.226,0.201,7,-24.448,1,0.0477,0.985,0.982,0.156,0.325,127.242,3,"classical"
"227",16679,"0wmYhNkWpiCv8UChUSZavw","Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky","Mozart: A Night of Classics","19 Minuets K.103: No. 16 in G",26,42000,"False",0.521,0.143,7,-16.338,1,0.0493,0.971,0,0.177,0.721,152.807,3,"classical"
"228",16682,"0hzWbtiRS535mA1URdFBNg","Wolfgang Amadeus Mozart;Heinz Holliger;Hermann Baumann;Michel Gasciarrino;Henk Guldemond;Orlando Quartet","Mozart: A Night of Classics","Divertimento No. 11 in D, K.251 ""Nannerl-Septett"": 4a. Menuetto (Tema con variazioni): Tema",26,39733,"False",0.625,0.173,9,-16.603,1,0.0583,0.955,0.701,0.212,0.879,116.714,4,"classical"
"229",16685,"6NlxqfRxpTiWHXTELCMuTq","Wolfgang Amadeus Mozart;Danielle Laval","Mozart: A Night of Classics","10 Variations in G, K.455 on ""Unser dummer Pöbel meint"" by C.W. Gluck: 3. Variation II",25,41829,"False",0.367,0.152,7,-19.608,1,0.0325,0.989,0.883,0.124,0.656,138.581,3,"classical"
"230",16688,"6AmnZSOx2DU4Eb6Ce2KHoR","Wolfgang Amadeus Mozart;Franz Schessl;Andreas Röhn;Yang Wen Sinn","Mozart: A Night of Classics","Canon in C, K.508A",21,55293,"False",0.375,0.226,9,-19.704,0,0.0486,0.986,0.652,0.0886,0.857,71.455,3,"classical"
"231",16691,"3pT792CfNgAuheLETAWh7Z","Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky","Mozart: A Night of Classics","Four Contredanses K.267: No. 4 in D",7,94706,"False",0.608,0.228,9,-20.006,1,0.0481,0.918,0.703,0.0908,0.698,132.094,4,"classical"
"232",16694,"4r61dWOVO2YU5GXwJDgITe","Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien","Mozart - A Classical Dawn","Sonata for Piano and Violin in E flat, K.481: 3d. Variation 3",10,61866,"False",0.445,0.117,3,-24.412,1,0.0362,0.992,0.847,0.131,0.595,79.216,4,"classical"
"233",16697,"3kWwbDlhgCoYdGYnsE7uCj","Wolfgang Amadeus Mozart;Stuttgarter Kammerorchester;Karl Münchinger","Mozart - All Day Classics","Les petits riens, K. App. 10 (Ballet): Adagio",8,80840,"False",0.177,0.0626,2,-21.204,1,0.0387,0.978,0.00354,0.388,0.229,75.261,4,"classical"
"234",16700,"0RPOy0HWyY3bLm40pm3T8s","Wolfgang Amadeus Mozart;Daniel Barenboim;Berliner Philharmoniker","Mozart: Piano Concertos Nos. 20 & 22","Mozart: Piano Concerto No. 20 in D Minor, K. 466: III. Allegro assai",24,417666,"False",0.356,0.159,2,-20.231,0,0.0379,0.984,0.943,0.151,0.229,71.779,4,"classical"
"235",16703,"5VOJiy4ZseTafrksLPCxim","Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Sir Colin Davis","Mozart: Piano Concertos Nos. 14-21","Piano Concerto No. 15 in B-Flat Major, K. 450: II. (Andante)",5,362640,"False",0.17,0.045,3,-26.573,1,0.0418,0.99,0.923,0.15,0.0788,56.768,4,"classical"
"236",16706,"4JvzS5bLyxDizlP1OTS8EV","Wolfgang Amadeus Mozart;Hilary Hahn;Natalie Zhu","Mozart - A Classical Dawn","Sonata for Piano and Violin in E Minor, K. 304: II. Tempo di minuetto",3,337586,"False",0.347,0.118,4,-21.192,0,0.0416,0.967,0.0612,0.118,0.257,125.78,4,"classical"
"237",16709,"22mK3JHgM6ATUkfI7BHemg","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","9 Variations on a Minuet by J.P. Duport in D, K.573: 3. Variation II",5,62280,"False",0.277,0.177,2,-19.688,1,0.0348,0.974,0.981,0.228,0.85,142.908,3,"classical"
"238",16712,"0gBtRrMYlHoToeVB3cstKs","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","12 Variations on an Allegretto in B Flat, K.500: 8. Variation VII",4,65536,"False",0.601,0.0588,10,-27.72,0,0.0747,0.995,0.916,0.0899,0.354,125.689,4,"classical"
"239",16715,"4lvfOnCUxyT3aKKamZ3WXu","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265: 11. Variation X",6,41893,"False",0.212,0.221,0,-20.543,1,0.0454,0.98,0.96,0.149,0.425,148.759,5,"classical"
"240",16718,"1NoDZgAwhDmLXBdfxaFPVM","Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien","Mozart: A Night of Classics","Sonata for Piano and Violin in A, K.305: 2e. Variation 4",12,68733,"False",0.398,0.113,9,-22.607,1,0.0561,0.973,0.132,0.174,0.369,58.878,4,"classical"
"241",16721,"2bNeq7dW6z9umgGfHGLdcL","Wolfgang Amadeus Mozart;Gürzenich Orchestra Köln;Günter Wand","Mozart - Inspiring Classics","Symphony No. 33 in B-Flat Major, K. 319: 2b. Andante moderato - Pt. 2",3,69653,"False",0.3,0.0902,10,-19.71,1,0.0392,0.981,0.958,0.395,0.0842,87.475,4,"classical"
"242",16724,"2WvKORgp0fzCJAAvG8cN3K","Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner","Mozart - A Classical Dawn","Symphony No. 25 in G minor, K.183: 1. Allegro con brio",3,92986,"False",0.374,0.128,7,-17.219,0,0.0338,0.983,0.935,0.0823,0.299,80.516,4,"classical"
"243",16727,"227o6yibgqhCnZ4i0w77CE","Wolfgang Amadeus Mozart;András Schiff","Mozart - A Classical Dawn","Fantasia in C minor, K.475: Allegro",5,88600,"False",0.421,0.0837,10,-25.476,1,0.0386,0.993,0.885,0.14,0.125,66.075,4,"classical"
"244",16730,"7wvPoDq2sE2qvRE1Trramr","Wolfgang Amadeus Mozart;New Philharmonia Orchestra;Carlo Maria Giulini","Mozart: A Night of Classics","Symphony No. 40 In G Minor, K.550: 1. Molto allegro",9,85960,"False",0.308,0.128,7,-16.179,0,0.0368,0.929,0.956,0.124,0.294,103.577,4,"classical"
"245",16733,"5FwMLFEARYqd9faHGljjwM","Wolfgang Amadeus Mozart;Erik Smith","Mozart: A Night of Classics","Andantino in C, K.15b",14,67546,"False",0.43,0.363,0,-17.472,1,0.0512,0.909,0.358,0.29,0.395,127.893,4,"classical"
"246",16736,"2lTWvfqX8itVpHvQ8EMhS6","Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner","Mozart - All Day Classics","The London Sketchbook, K. 15a-ss (arr. and/or orch. E. Smith) - Three Contredanses: in F, K.15h",23,47000,"False",0.661,0.042,5,-29.017,1,0.0433,0.976,0.968,0.114,0.575,82.314,4,"classical"
"247",16739,"1wUCk6Nh4c8XLAG0NdNIU5","Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky","Mozart - All Day Classics","Overture and Three Contredanses, K.106: Overture in D, K.106",16,59760,"False",0.56,0.247,2,-13.534,1,0.0601,0.924,0.957,0.0918,0.69,147.246,4,"classical"
"248",16742,"0GodWGFGHNw6sh4Y95jmJM","Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner","Mozart - All Day Classics","Symphony No. 22 in C, K.162: 3. Presto assai",6,98506,"False",0.494,0.216,0,-17.779,1,0.0452,0.966,0.921,0.115,0.641,76.432,3,"classical"
"249",16745,"7dtxV1gbo3kWHiBhFywD7v","Wolfgang Amadeus Mozart;Karl-Heinz Steffens;Werner Mittelbach;Reinhold Helbich","Mozart - All Day Classics","14 “Interval” Canons K. 508a/3-8 & K. Deest: Canons Nos. 11-14, K.508a/7-8 & K. Deest",7,90786,"False",0.33,0.0423,3,-23.181,1,0.0496,0.99,0.868,0.108,0.284,86.81,4,"classical"
"250",16748,"7gK2q5m7SDSY4MDPvv3v9c","Wolfgang Amadeus Mozart;Members of the Netherlands Wind Ensemble;Werner Herbers;Carlo Ravelli;Hans Mossel;Hens Otter;Joep Terwey;Kees Olthuis;Iman Soeteman;Jan Peeters;Hans Krul","Mozart - All Day Classics","Don Giovanni, ossia Il dissoluto punito, K.527 - Arr. for 8 wind instruments by Johann G. Triebensee (1746-1813) - Act 1: ""Madamina, il catalogo è questo""",6,99986,"False",0.495,0.144,7,-21.977,1,0.038,0.986,0.847,0.222,0.391,94.024,4,"classical"
"251",16751,"1dDMD5l9e7OtiZ2okr3ilL","Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Witold Rowicki","Mozart: Piano Concertos Nos. 22-27","Piano Concerto No. 23 in A Major, K. 488: II. Andante",19,386200,"False",0.245,0.0291,2,-26.748,1,0.038,0.991,0.935,0.142,0.0397,97.233,3,"classical"
"252",16754,"7gG0Utr8guYo556tF4QRcz","Wolfgang Amadeus Mozart;Ingrid Haebler","Mozart: The Complete Piano Sonatas","Piano Sonata No. 7 in C Major, K. 309: III. Rondeau (Allegretto grazioso)",3,432000,"False",0.426,0.168,0,-19.918,1,0.0426,0.993,0.905,0.13,0.517,141.332,4,"classical"
"253",16757,"1rVLsWkUSV11ieqK5oriAk","Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Alceo Galliera","Mozart: Piano Concertos Nos. 22-27","Piano Concerto No. 25 in C Major, K. 503: III. Allegretto",2,561626,"False",0.398,0.126,0,-21.503,1,0.0341,0.99,0.924,0.0788,0.376,83.26,4,"classical"
"254",16760,"40iYxdRUZEkagnmLSeKjoL","Wolfgang Amadeus Mozart;Concerto Köln;Anton Steck","Mozart - Inspiring Classics","Les petits riens, K.app.10 (ballet): No. 15 Gavotte gracieuse",7,52213,"False",0.514,0.0489,1,-23.578,0,0.0275,0.964,0.949,0.233,0.453,97.303,1,"classical"
"255",16763,"5hzhOmllQuqZjiZs3YzdYl","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 5. Variation IV",4,66427,"False",0.46,0.0195,9,-26.835,1,0.045,0.995,0.895,0.0991,0.772,94.078,4,"classical"
"256",16766,"7zJ2VoTjvnOdhWh4jS06XF","Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields Chamber Ensemble","Mozart - Inspiring Classics","Divertimento No. 15 in B Flat Major, K.287: Variation V",4,64000,"False",0.575,0.00994,0,-17.007,1,0.0739,0.933,0.00109,0.14,0.437,60.437,4,"classical"
"257",16769,"6ldgr7NZfkloZBPcmblSyu","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - A Classical Dawn","Nine Variations in D, K.573 on a minuet by J.P. Duport: 7b. Variation VI - Pt. 2",7,72973,"False",0.422,0.0472,2,-26.925,0,0.0515,0.986,0.79,0.064,0.401,134.898,3,"classical"
"258",16772,"2vZkRvnwxCLsmzf8oGGBKK","Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky","Mozart: A Night of Classics","6 Minuets K. 105 (attribution doubtful): No. 4 in G Major",6,99000,"False",0.502,0.0769,7,-19.183,1,0.0466,0.985,0.423,0.205,0.781,142.069,3,"classical"
"259",16775,"5qjoYr71SGkxCM5ldWt1xC","Wolfgang Amadeus Mozart;Holliger Wind Ensemble","Mozart - Inspiring Classics","Divertimento in E flat, K.166: 4. Adagio",5,65000,"False",0.299,0.0354,10,-21.395,1,0.0396,0.994,0.882,0.139,0.136,75.199,3,"classical"
"260",16778,"7xy6iBI17hwVjGXF7vq5Ib","Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields Chamber Ensemble","Mozart - Inspiring Classics","String Quintet No.1 in B flat, K.174 - Two original movements: 3. Trio",2,81786,"False",0.325,0.103,5,-23.717,1,0.0417,0.963,0.43,0.335,0.655,104.278,3,"classical"
"261",16781,"7isF5XwomUnRiSLIKgeg9w","Wolfgang Amadeus Mozart;Berliner Philharmoniker;Karl Böhm","Mozart: A Night of Classics","Die Zauberflöte, K. 620 / Zweiter Aufzug: Marsch der Priester",8,86333,"False",0.248,0.0464,5,-30.37,1,0.0352,0.982,0.952,0.236,0.157,87.447,4,"classical"
"262",16784,"5L97hj2bkpg7QRn8KWVbHm","Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky","Mozart - Inspiring Classics","Eight Minuets K.315g - orch. Erik Smith: No. 7 in A",2,93000,"False",0.475,0.232,9,-15.271,1,0.0631,0.94,0.0077,0.25,0.848,162.884,3,"classical"
"263",16787,"7rN1USAZLV2lsOT2e3ExHk","Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien","Mozart: A Night of Classics","6 Variations in G minor for Piano & Violin on ""Hélas, j'ai perdu mon amant"" K.360: Var. VI",17,61826,"False",0.368,0.115,0,-22.659,0,0.0457,0.985,0.163,0.121,0.503,85.384,4,"classical"
"264",16790,"6MMrsE9vd6ZzsElO5nwm6h","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - All Day Classics","12 Variations on ‘La belle Françoise’ in E flat, K.353: 9. Variation VIII",20,53520,"False",0.298,0.175,10,-20.114,1,0.0329,0.991,0.902,0.132,0.956,170.345,4,"classical"
"265",16793,"2TocLZMOpI8t0fwIYiXRU5","Wolfgang Amadeus Mozart;Mozarteum Orchestra Salzburg;Leopold Hager","Mozart - All Day Classics","Ascanio in Alba, K.111 / Part 1: Andante grazioso",10,78800,"False",0.284,0.0656,7,-22.254,1,0.0398,0.96,0.952,0.305,0.38,84.639,1,"classical"
"266",16796,"442dT5qm52DY690UEiGNox","Wolfgang Amadeus Mozart;Bernhard Paumgartner;Camerata Salzburg","Mozart - All Day Classics","Divertimento in D Major, K. 136: I. Allegro",11,71960,"False",0.478,0.311,9,-13.227,1,0.0357,0.899,0.107,0.255,0.667,121.83,4,"classical"
"267",16799,"7A6xUNWiKHoZG1oQzypNJ2","Wolfgang Amadeus Mozart;Claire-Marie Le Guay","Mozart - All Day Classics","Piano Sonata No. 4 in E-Flat Major, K. 282: 1b. Adagio - Pt. 2",6,96266,"False",0.326,0.0292,3,-27.326,1,0.0435,0.995,0.929,0.121,0.278,81.689,4,"classical"
"268",16802,"6KFPqJ0AouHrIsSANm2m7e","Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Witold Rowicki","Mozart: Piano Concertos Nos. 9-13","Piano Concerto No. 12 in A Major, K. 414: I. Allegro",2,642480,"False",0.387,0.163,9,-19.462,1,0.0356,0.985,0.933,0.191,0.316,131.921,4,"classical"
"269",16805,"68C8uCsILO5tzhXpLKhCiU","Wolfgang Amadeus Mozart;Ingrid Haebler","Mozart: The Complete Piano Sonatas","12 Variations on ""Je suis Lindor"", K. 354/299a",1,1095053,"False",0.292,0.0969,3,-24.152,1,0.0411,0.993,0.908,0.1,0.177,70.654,4,"classical"
"270",16808,"1J0CkklEJlAzsyOkXj0BJe","Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien","Mozart - Inspiring Classics","Sonata for Piano and Violin in F, K.377: 2c. Variation 2",3,308000,"False",0.383,0.126,0,-20.645,1,0.046,0.986,0.421,0.0859,0.416,90.957,4,"classical"
"271",16811,"3rLobQ54GYexb7HyFZS8J0","Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner","Mozart: A Night of Classics","Six German Dances, K.509: No. 1 in C",7,95706,"False",0.413,0.0509,2,-18.693,1,0.0375,0.965,0.902,0.24,0.514,93.116,4,"classical"
"272",16814,"2mo0DJxh0B6TBGDfK5ZOOa","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - A Classical Dawn","12 Variations on an Allegretto in B Flat, K.500: 6. Variation V",16,45532,"False",0.637,0.022,3,-26.353,1,0.0525,0.995,0.909,0.126,0.193,89.78,4,"classical"
"273",16817,"0A5Dar0JoHJSWQ1I4yuxAN","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","12 Variations on ‘La belle Françoise’ in E flat, K.353: 6. Variation V",4,60973,"False",0.379,0.135,3,-21.779,1,0.035,0.993,0.858,0.112,0.811,35.928,3,"classical"
"274",16820,"72Q837tMPp5dYSWLUZn9iK","Wolfgang Amadeus Mozart;Alicia de Larrocha","Mozart - Inspiring Classics","Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": III. Rondo. Allegro",2,82693,"False",0.48,0.132,0,-23.049,1,0.0402,0.99,0.926,0.166,0.596,123.973,4,"classical"
"275",16823,"6ZeR7oj2qm94o1acldMPyX","Wolfgang Amadeus Mozart;Danielle Laval","Mozart: A Night of Classics","10 Variations in G, K.455 on ""Unser dummer Pöbel meint"" by C.W. Gluck: 7. Variation VI",16,56296,"False",0.343,0.154,7,-24.109,1,0.0469,0.988,0.905,0.159,0.286,116.074,5,"classical"
"276",16826,"2DXH3XH2W9Uy26xWOBZsnv","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 3. Variation II",3,75546,"False",0.323,0.124,5,-21.196,1,0.0332,0.993,0.884,0.126,0.619,106.661,4,"classical"
"277",16829,"1AtQADEKh6HZ8zYsPlzJJ8","Wolfgang Amadeus Mozart;Gürzenich Orchestra Köln;Günter Wand","Mozart - Inspiring Classics","Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": 2d. Romance (Andante) - Pt. 4",4,67346,"False",0.233,0.0932,0,-18.078,1,0.0375,0.954,0.237,0.354,0.194,138.42,5,"classical"
"278",16832,"0KnE7l9dq3OnCZU6YNjk0j","Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien","Mozart - A Classical Dawn","Sonata for Piano and Violin in G, K.379: 2a. Tema con variazioni: Tema",9,68666,"False",0.338,0.0321,7,-26.559,1,0.0406,0.995,0.461,0.103,0.487,113.486,4,"classical"
"279",16835,"6WLKOow1UhGqvlJgRJQQE0","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - A Classical Dawn","12 Variations on ‘Je suis Lindor’ from ‘Le Barbier de Séville’ by A.L. Baudron in E, K.354: 2. Variation I",11,61906,"False",0.116,0.206,3,-25.798,1,0.0486,0.996,0.91,0.115,0.893,180.35,4,"classical"
"280",16838,"0bkFlJnXoxSU7xBURGEqVL","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - All Day Classics","9 Variations on a Minuet by J.P. Duport in D, K.573: 8. Variation VII",14,62325,"False",0.354,0.194,2,-20.373,1,0.034,0.989,0.961,0.251,0.67,145.106,3,"classical"
"281",16841,"2n2O8nKhLu7r1J4CdrBNRC","Wolfgang Amadeus Mozart;Scottish Chamber Orchestra;Sir Charles Mackerras","Mozart - A Classical Dawn","La clemenza di Tito, K.621 / Act 1: Marcia - Reprise",10,65000,"False",0.611,0.267,3,-16.438,1,0.0469,0.91,0.862,0.106,0.585,119.852,4,"classical"
"282",16844,"5xB3CivlPbklikLXfOZl13","Wolfgang Amadeus Mozart;RIAS Symphony Orchestra Berlin;Ferenc Fricsay","Mozart - All Day Classics","Symphony No. 5 In B Flat Major, K.22: 3. Allegro molto",14,71000,"False",0.386,0.372,10,-14.78,1,0.0345,0.827,0.749,0.0876,0.948,143.732,3,"classical"
"283",16847,"75gXoI4xzvMK6yfiEKgmv9","Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky","Mozart - All Day Classics","Three Minuets K. 363: No. 2 in B Flat",17,63826,"False",0.542,0.027,10,-19.234,1,0.037,0.99,0.787,0.109,0.345,100.015,3,"classical"
"284",16850,"7D3sh1V2RA5fviB1PccfgR","Wolfgang Amadeus Mozart;Mao Fujita","Mozart: The Complete Piano Sonatas","Piano Sonata No. 4 in E-Flat Major, K. 282: I. Adagio",16,264906,"False",0.516,0.0255,3,-28.82,1,0.0556,0.996,0.933,0.131,0.322,102.276,4,"classical"
"285",16853,"3NCnBHOx7hbYVanZaX9Zw0","Wolfgang Amadeus Mozart;Ingrid Haebler","Mozart: The Complete Piano Sonatas","Piano Sonata No. 2 in F Major, K. 280: I. Allegro assai",5,296733,"False",0.387,0.0645,5,-24.968,1,0.0463,0.994,0.901,0.113,0.788,126.451,4,"classical"
"286",16856,"5YKCM3jbJ8lqUXUwfU7KwZ","Wolfgang Amadeus Mozart;Ingrid Haebler","Mozart: The Complete Piano Sonatas","Andante in C Major, K. 1a",0,17453,"False",0.467,0.0301,2,-28.518,0,0.0428,0.995,0.9,0.124,0,84.375,4,"classical"
"287",16859,"31MPMuJJoYfX91Myeqi8ob","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","9 Variations on a Minuet by J.P. Duport in D, K.573: 8. Variation VII",4,62325,"False",0.354,0.194,2,-20.373,1,0.034,0.989,0.961,0.251,0.67,145.106,3,"classical"
"288",16862,"6qJ6JSZA2vVQh8k9XbBgYy","Wolfgang Amadeus Mozart;Sarband;Vladimir Ivanoff;Concerto Köln;Werner Ehrhardt","Mozart - Inspiring Classics","Six German Dances, K.571: No. 5 in B flat",2,94453,"False",0.565,0.201,10,-20.931,1,0.0465,0.951,0.316,0.183,0.617,100.731,3,"classical"
"289",16865,"0AF4u0z6IUDbOrjPq7XHNJ","Wolfgang Amadeus Mozart;Francesco Piemontesi","Mozart - Inspiring Classics","8 Menuette, K.315a: Menuetto 7 in A Major",1,96013,"False",0.486,0.0372,6,-28.981,0,0.067,0.995,0.923,0.0995,0.638,163.648,3,"classical"
"290",16868,"6eQTeIdkBX13Vk8o0op375","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - All Day Classics","7 Variations on ""Willem van Nassau"" in D, K.25: 8. Variation VII",20,52202,"False",0.342,0.175,2,-22.993,1,0.0472,0.975,0.944,0.112,0.501,65.957,3,"classical"
"291",16871,"7BkC2ioCrseNYouUq8pCnJ","Wolfgang Amadeus Mozart;Staatskapelle Dresden;Karl Böhm","Mozart - A Classical Dawn","La clemenza di Tito, K.621 / Act 1: Marcia (I)",6,80000,"False",0.638,0.22,4,-13.991,1,0.0374,0.964,0.938,0.104,0.452,93.46,4,"classical"
"292",16874,"1gBGN5MGZdwQWom0Sipa7X","Wolfgang Amadeus Mozart;Heinz Holliger;Hermann Baumann;Michel Gasciarrino;Henk Guldemond;Orlando Quartet","Mozart: A Night of Classics","Divertimento No. 11 in D, K.251 ""Nannerl-Septett"": 4c. Menuetto (Tema con variazioni): Var. II",10,81466,"False",0.638,0.0559,9,-19.111,1,0.0589,0.936,8.31e-05,0.213,0.615,111.141,4,"classical"
"293",16877,"7dsE2cTKeNmCW4gzkvr3VH","Wolfgang Amadeus Mozart;London Symphony Orchestra;Peter Maag","Mozart: A Night of Classics","6 German Dances, K. 509: No. 2 in G Major",15,65746,"False",0.473,0.075,0,-16.022,1,0.0426,0.954,0.255,0.299,0.203,128.892,3,"classical"
"294",16880,"6nd07ePhGHDVpqJ8CvNdoS","Wolfgang Amadeus Mozart;Isabelle van Keulen;Ronald Brautigam","Mozart - Inspiring Classics","Andante and allegretto for Piano and Violin in C, K.404: 2. Allegretto",2,84653,"False",0.446,0.106,7,-21.427,1,0.0459,0.987,0.696,0.101,0.844,157.273,4,"classical"
"295",16883,"0G4jEryDZ7hp5tN6lSjOwW","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - All Day Classics","8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 4. Variation III",16,57342,"False",0.445,0.126,9,-16.27,1,0.0358,0.984,0.906,0.155,0.534,104.928,3,"classical"
"296",16886,"4b7RdgoJT9BaSk4drBMZJx","Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky","Mozart: A Night of Classics","Minuet in D, K.94 (Orch. Erik Smith)",10,79000,"False",0.439,0.0592,2,-21.971,1,0.0436,0.864,0.0588,0.41,0.337,117.939,3,"classical"
"297",16889,"3nPys89cqHodJdD4AokccL","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - All Day Classics","12 Variations on ‘La belle Françoise’ in E flat, K.353: 7. Variation VI",19,53600,"False",0.359,0.0423,3,-23.299,1,0.0427,0.994,0.905,0.11,0.553,162.227,4,"classical"
"298",16892,"2odDSHnbhZHGTyE3lj0X6S","Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien","Mozart - All Day Classics","Sonata for Piano and Violin in F, K.377: 2f. Variation 5",10,71440,"False",0.452,0.0261,2,-25.748,1,0.0424,0.99,0.162,0.168,0.563,116.203,3,"classical"
"299",16895,"5LgUfywU5AIOvSKrZgOKQL","Wolfgang Amadeus Mozart;The English Concert;Trevor Pinnock","Mozart - All Day Classics","Symphony No. 24 in B Flat, K.182: 3. Allegro",8,87866,"False",0.589,0.243,10,-16.728,1,0.0635,0.938,0.951,0.0875,0.672,110.947,4,"classical"
"300",16898,"5MyYYBkmYRgssDuE1FJfJD","Wolfgang Amadeus Mozart;Richard Galliano","Mozart - All Day Classics","Flute Quartet in D major, K.285 - Arr. for accordion and strings Richard Galliano: 2a. Adagio - Pt. 1",17,50733,"False",0.284,0.00746,0,-24.282,1,0.0483,0.971,0.913,0.0829,0.396,115.833,4,"classical"
